id,publicAddress,ensName,name,profilePicture,discussionThread,incentiveOptedIn,votingPower,discourseHandles,participationRate,participationRatePercent,totalParticipation,payment,bonusPoint,updated,snapshotVoting,onChainVoting,communicatingRationale,commentingProposal,securityCouncilVotePenalty,securityPenaltyBreakdown,votingPowerMultiplier,votingPowerAverage,votingPowerBreakdown,monthlyCalls,biweeklyCalls,delegateFeedback
7986,0xababe91a907fadff921720c43abe4098e7245e99,cattin.seedlatam.eth,SEEDGov,,,FALSE,7389318,[],20.00,100,69.26,3463,0,,"{""score"":""15.00"",""tn"":40,""rn"":40}","{""score"":""25.00"",""tn"":3,""rn"":3}","{""score"":""9.26"",""tn"":27,""rn"":10,""breakdown"":{""0x3ad664cfc7e8340e43608cfad131c1cd4d4f635a465877671766043334d45e6e-https://forum.arbitrum.foundation/t/govhack-at-eth-cc-brussels/23305?u=coinflip"":{""status"":""not_posted"",""post"":null},""0xe18e16008e896937d306afee8f95cca2b287a041384e263862db925768a1bfe6-https://forum.arbitrum.foundation/t/proposal-request-to-match-my-donation-to-boostrap-curve-lending-on-arbitrum/22975"":{""status"":""posted"",""post"":""https://forum.arbitrum.foundation/t/22975/25""},""0xddfa0a249ebf8b1c4c17cb67b4ec1cea69b255815f23a9de35673d8c7d477afc-https://forum.arbitrum.foundation/t/adding-a-security-sme-to-the-adpc/23526?u=sid_areta"":{""status"":""not_posted"",""post"":null},""0xc82f0b696e51e721a64a89af66654ea9e313ed29f4de0ed23e338418333fd61e-https://forum.arbitrum.foundation/t/pilot-phase-m-a-for-arbitrum-dao/23588/1"":{""status"":""not_posted"",""post"":null},""0xa0ee4b1ac46204b4b513d97980c9fc0aaad9bd3dfb17bf47c819a3ae51c46ea9-"":{""status"":""not_posted"",""post"":null},""0x611926bc9afd0e503e6722aa5fe8186ccc8c203dab12087fb9d930ae2cad492a-"":{""status"":""not_posted"",""post"":null},""0xcb1fd4b0120f271501bf7aa54b757de4d59b1446289b7784332e61c626676a92-"":{""status"":""not_posted"",""post"":null},""0x0a74ae1f83f1521e98588598d851dcac1d218c072bcb105151bfddc977b3068b-"":{""status"":""not_posted"",""post"":null},""0xc567d5019f4c8aa5c40387824bfb23e839f7c010a9bb1dd22136e317eff84df6-"":{""status"":""not_posted"",""post"":null},""0x21778db7ae6684cce5c3b4a17fb617c2247784ac66c4557b29e7d359d86c02f5-"":{""status"":""not_posted"",""post"":null},""0x07123f95a95de16814cb92b311088e9df9741c585d48d7b6a82364b253729efe-https://forum.arbitrum.foundation/t/final-gains-network-stip-addendum/23398/3?u=cattin"":{""status"":""not_posted"",""post"":null},""0x3c3bb63ef3df06ccbb8bbe9e8e96ed55c636a64c4b5209dd6d8d6e0675f4896f-https://forum.arbitrum.foundation/t/boost-prev-rabbithole-stip-addendum/23515/3"":{""status"":""posted"",""post"":""https://forum.arbitrum.foundation/t/23515/3""},""0xfd152fdc68cb8ba017105c5b577e955f99228927ef8ce9f6aafa7e2cf36aaa46-https://forum.arbitrum.foundation/t/thales-protocol-stip-addendum/23424/3"":{""status"":""posted"",""post"":""https://forum.arbitrum.foundation/t/23424/3""},""0x518d035041487baa7b5cefd2f91f902a2b8ad6d025db6b41ced7176df55b05af-https://forum.arbitrum.foundation/t/savvy-dao-stip-addendum/23337/6"":{""status"":""posted"",""post"":""https://forum.arbitrum.foundation/t/23337/6""},""0x15b857dac71f63b3d8741af84cd30a5c1ac8814782f093019c63a3281fc0ee78-https://forum.arbitrum.foundation/t/stake-dao-stip-addendum/23392/5"":{""status"":""posted"",""post"":""https://forum.arbitrum.foundation/t/23392/5""},""0xbf6e4f557b134cd75a344fc92946cea37e051176d62ce85aaf94179dabf68316-https://forum.arbitrum.foundation/t/final-furucombo-stip-addendum/23599/5"":{""status"":""posted"",""post"":""https://forum.arbitrum.foundation/t/23599/5""},""0x2dafb48842dfd723a3eb40fd5a911cfb7d88c3faa747f642170e64577f0ef3cb-https://forum.arbitrum.foundation/t/final-socket-bridge-addendum/23601/3"":{""status"":""posted"",""post"":""https://forum.arbitrum.foundation/t/23601/3""},""0x7956e7e5e928b1f652da5774e9466d605d193f8000ba843b73bb207d4358a878-https://forum.arbitrum.foundation/t/final-angle-stip-bridge-addendum/23627/3"":{""status"":""posted"",""post"":""https://forum.arbitrum.foundation/t/23627/3""},""0x33eb7f097f77ca68e2545f4d368be5124fbd8de66a1323e0175e6ea2e11a951f-https://forum.arbitrum.foundation/t/openocean-stip-addendum/23470/3"":{""status"":""posted"",""post"":""https://forum.arbitrum.foundation/t/23470/3""},""0x07ac37df9f69f1cfc145a0badb32ec6e65e5ea3823d058ae5cffa6ecd080722f-https://forum.arbitrum.foundation/t/thetanuts-finance-stip-addendum/23374/7"":{""status"":""posted"",""post"":""https://forum.arbitrum.foundation/t/23374/7""},""0xda1c7fae99af0e2f38afa426c59bddc894ddaf1569ebdf6e3a9ad8e5b9d98701-https://forum.arbitrum.foundation/t/dolomite-stip-addendum/23582/5"":{""status"":""not_posted"",""post"":null},""0x7ccab054bf342279c63cb72d55e29fc41a61cda3bd823db3577af9a6e8f539ae-https://forum.arbitrum.foundation/t/final-umami-finance-stip-addendum/23493/3"":{""status"":""not_posted"",""post"":null},""# GovHack at ETH CC (Brussels)\n# [](#hac"":{""status"":""not_posted"",""post"":null},""0x3d5ffb8e23b5f22f495f6460ef5ee8771efe5da5565dfa011917a78a2ec25916-"":{""status"":""not_posted"",""post"":null},""0xcb75a551ec2c6ace70e904603e9e9445a7bc9e4255f5c67e150aa2e6f6256c75-https://forum.arbitrum.foundation/t/kwenta-x-perennial-arbitrum-onboarding-incentives-updated/22736"":{""status"":""not_posted"",""post"":null},""# Grant Request - Curve Finance\nThis vot"":{""status"":""not_posted"",""post"":null},""# Double-Down on STIP Successes (STIP-Br"":{""status"":""not_posted"",""post"":null}}}","{""score"":0,""tn"":0,""rn"":0}",,,,,null,,,null
7941,0x054becf10c79afa4e60f75b187837be9fb83867d,coinruay.eth,,,,FALSE,61752,[],19.20,96,59.20,2960,0,,"{""score"":""15.00"",""tn"":40,""rn"":40}","{""score"":""25.00"",""tn"":3,""rn"":3}","{""score"":""0.00"",""tn"":27,""rn"":0,""breakdown"":{}}","{""score"":0,""tn"":0,""rn"":0}",,,,,null,,,null
7997,0xc3e8ac233f02d13c1e299e47ae230c205e0177ed,suckmydiscoteque.eth,suckmydiscoteque.eth,https://ltdfoto.ru/images/2024/01/10/IMG_3589.jpg,,FALSE,18818,[],20.00,100,55.13,2756.5,0,,"{""score"":""10.13"",""tn"":40,""rn"":27}","{""score"":""25.00"",""tn"":3,""rn"":3}","{""tn"":18,""rn"":0,""score"":""0.00"",""updated"":""manually"",""breakdown"":{""0x3ad664cfc7e8340e43608cfad131c1cd4d4f635a465877671766043334d45e6e-https://forum.arbitrum.foundation/t/govhack-at-eth-cc-brussels/23305?u=coinflip"":{""status"":""not_posted"",""post"":null},""0xe18e16008e896937d306afee8f95cca2b287a041384e263862db925768a1bfe6-https://forum.arbitrum.foundation/t/proposal-request-to-match-my-donation-to-boostrap-curve-lending-on-arbitrum/22975"":{""status"":""not_posted"",""post"":null},""0xddfa0a249ebf8b1c4c17cb67b4ec1cea69b255815f23a9de35673d8c7d477afc-https://forum.arbitrum.foundation/t/adding-a-security-sme-to-the-adpc/23526?u=sid_areta"":{""status"":""not_posted"",""post"":null},""0xc82f0b696e51e721a64a89af66654ea9e313ed29f4de0ed23e338418333fd61e-https://forum.arbitrum.foundation/t/pilot-phase-m-a-for-arbitrum-dao/23588/1"":{""status"":""not_posted"",""post"":null},""0xa0ee4b1ac46204b4b513d97980c9fc0aaad9bd3dfb17bf47c819a3ae51c46ea9-"":{""status"":""not_posted"",""post"":null},""0x611926bc9afd0e503e6722aa5fe8186ccc8c203dab12087fb9d930ae2cad492a-"":{""status"":""not_posted"",""post"":null},""0xcb1fd4b0120f271501bf7aa54b757de4d59b1446289b7784332e61c626676a92-"":{""status"":""not_posted"",""post"":null},""0x0a74ae1f83f1521e98588598d851dcac1d218c072bcb105151bfddc977b3068b-"":{""status"":""not_posted"",""post"":null},""0xc567d5019f4c8aa5c40387824bfb23e839f7c010a9bb1dd22136e317eff84df6-"":{""status"":""not_posted"",""post"":null},""0x21778db7ae6684cce5c3b4a17fb617c2247784ac66c4557b29e7d359d86c02f5-"":{""status"":""not_posted"",""post"":null},""0x07123f95a95de16814cb92b311088e9df9741c585d48d7b6a82364b253729efe-https://forum.arbitrum.foundation/t/final-gains-network-stip-addendum/23398/3?u=cattin"":{""status"":""not_posted"",""post"":null},""0x3c3bb63ef3df06ccbb8bbe9e8e96ed55c636a64c4b5209dd6d8d6e0675f4896f-https://forum.arbitrum.foundation/t/boost-prev-rabbithole-stip-addendum/23515/3"":{""status"":""not_posted"",""post"":null},""0xfd152fdc68cb8ba017105c5b577e955f99228927ef8ce9f6aafa7e2cf36aaa46-https://forum.arbitrum.foundation/t/thales-protocol-stip-addendum/23424/3"":{""status"":""not_posted"",""post"":null},""0x518d035041487baa7b5cefd2f91f902a2b8ad6d025db6b41ced7176df55b05af-https://forum.arbitrum.foundation/t/savvy-dao-stip-addendum/23337/6"":{""status"":""not_posted"",""post"":null},""0x15b857dac71f63b3d8741af84cd30a5c1ac8814782f093019c63a3281fc0ee78-https://forum.arbitrum.foundation/t/stake-dao-stip-addendum/23392/5"":{""status"":""not_posted"",""post"":null},""0xbf6e4f557b134cd75a344fc92946cea37e051176d62ce85aaf94179dabf68316-https://forum.arbitrum.foundation/t/final-furucombo-stip-addendum/23599/5"":{""status"":""not_posted"",""post"":null},""0x2dafb48842dfd723a3eb40fd5a911cfb7d88c3faa747f642170e64577f0ef3cb-https://forum.arbitrum.foundation/t/final-socket-bridge-addendum/23601/3"":{""status"":""not_posted"",""post"":null},""0x7956e7e5e928b1f652da5774e9466d605d193f8000ba843b73bb207d4358a878-https://forum.arbitrum.foundation/t/final-angle-stip-bridge-addendum/23627/3"":{""status"":""not_posted"",""post"":null},""0x33eb7f097f77ca68e2545f4d368be5124fbd8de66a1323e0175e6ea2e11a951f-https://forum.arbitrum.foundation/t/openocean-stip-addendum/23470/3"":{""status"":""not_posted"",""post"":null},""0x07ac37df9f69f1cfc145a0badb32ec6e65e5ea3823d058ae5cffa6ecd080722f-https://forum.arbitrum.foundation/t/thetanuts-finance-stip-addendum/23374/7"":{""status"":""not_posted"",""post"":null},""0xda1c7fae99af0e2f38afa426c59bddc894ddaf1569ebdf6e3a9ad8e5b9d98701-https://forum.arbitrum.foundation/t/dolomite-stip-addendum/23582/5"":{""status"":""not_posted"",""post"":null},""0x7ccab054bf342279c63cb72d55e29fc41a61cda3bd823db3577af9a6e8f539ae-https://forum.arbitrum.foundation/t/final-umami-finance-stip-addendum/23493/3"":{""status"":""not_posted"",""post"":null},""# GovHack at ETH CC (Brussels)\n# [](#hac"":{""status"":""not_posted"",""post"":null},""0x3d5ffb8e23b5f22f495f6460ef5ee8771efe5da5565dfa011917a78a2ec25916-"":{""status"":""not_posted"",""post"":null},""0xcb75a551ec2c6ace70e904603e9e9445a7bc9e4255f5c67e150aa2e6f6256c75-https://forum.arbitrum.foundation/t/kwenta-x-perennial-arbitrum-onboarding-incentives-updated/22736"":{""status"":""not_posted"",""post"":null},""# Grant Request - Curve Finance\nThis vot"":{""status"":""not_posted"",""post"":null},""# Double-Down on STIP Successes (STIP-Br"":{""status"":""not_posted"",""post"":null}}}","{""tn"":0,""rn"":0,""score"":""0.00"",""updated"":""manually""}",,,,,null,,,null
7992,0xb933aee47c438f22de0747d57fc239fe37878dd1,wintermutegovernance.eth,,https://ugc.production.linktr.ee/MfDeSbV1Ryq3IWFBSMqh_rzwF1sTDrxAaqeq1?io=true&size=avatar-v3_0,,FALSE,8927201,[],12.60,63,48.85,2442.5,0,,"{""score"":""11.25"",""tn"":40,""rn"":30}","{""score"":""25.00"",""tn"":3,""rn"":3}","{""score"":""0.00"",""tn"":27,""rn"":0,""breakdown"":{}}","{""score"":0,""tn"":0,""rn"":0}",,,,,null,,,null
7942,0x0579a616689f7ed748dc07692a3f150d44b0ca09,aranadigital.eth,Arana Digital,,,FALSE,1993,"[""aranadigital""]",7.40,37,47.40,2370,0,,"{""score"":""15.00"",""tn"":40,""rn"":40}","{""score"":""25.00"",""tn"":3,""rn"":3}","{""score"":""0.00"",""tn"":27,""rn"":0,""breakdown"":{}}","{""score"":0,""tn"":0,""rn"":0}",,,,,null,,,null
8007,0xf92f185abd9e00f56cb11b0b709029633d1e37b4,,,,,FALSE,10185905,[],8.80,44,44.68,2234,0,,"{""score"":""10.88"",""tn"":40,""rn"":29}","{""score"":""25.00"",""tn"":3,""rn"":3}","{""score"":""0.00"",""tn"":27,""rn"":0,""breakdown"":{}}","{""score"":0,""tn"":0,""rn"":0}",,,,,null,,,null
8004,0xf0ea58b65c82c48ce69f0abd68d178e7764c4ba2,lucky-s.eth,,,,FALSE,62907,[],17.80,89,43.18,2159,0,,"{""score"":""0.38"",""tn"":40,""rn"":1}","{""score"":""25.00"",""tn"":3,""rn"":3}","{""score"":""0.00"",""tn"":27,""rn"":0,""breakdown"":{}}","{""score"":0,""tn"":0,""rn"":0}",,,,,null,,,null
10432,0x8e22a4c2901da99777d76f80f29640fc81ae96bb,batteryvc.eth,,,,FALSE,46312,"[""ermia""]",13.40,67,42.07,2103.5,0,,"{""score"":""12.00"",""tn"":40,""rn"":32}","{""score"":""16.67"",""tn"":3,""rn"":2}","{""score"":""0.00"",""tn"":27,""rn"":0,""breakdown"":{""0x3ad664cfc7e8340e43608cfad131c1cd4d4f635a465877671766043334d45e6e-https://forum.arbitrum.foundation/t/govhack-at-eth-cc-brussels/23305?u=coinflip"":{""status"":""not_posted"",""post"":null},""0xe18e16008e896937d306afee8f95cca2b287a041384e263862db925768a1bfe6-https://forum.arbitrum.foundation/t/proposal-request-to-match-my-donation-to-boostrap-curve-lending-on-arbitrum/22975"":{""status"":""not_posted"",""post"":null},""0xddfa0a249ebf8b1c4c17cb67b4ec1cea69b255815f23a9de35673d8c7d477afc-https://forum.arbitrum.foundation/t/adding-a-security-sme-to-the-adpc/23526?u=sid_areta"":{""status"":""not_posted"",""post"":null},""0xc82f0b696e51e721a64a89af66654ea9e313ed29f4de0ed23e338418333fd61e-https://forum.arbitrum.foundation/t/pilot-phase-m-a-for-arbitrum-dao/23588/1"":{""status"":""not_posted"",""post"":null},""0xa0ee4b1ac46204b4b513d97980c9fc0aaad9bd3dfb17bf47c819a3ae51c46ea9-"":{""status"":""not_posted"",""post"":null},""0x611926bc9afd0e503e6722aa5fe8186ccc8c203dab12087fb9d930ae2cad492a-"":{""status"":""not_posted"",""post"":null},""0xcb1fd4b0120f271501bf7aa54b757de4d59b1446289b7784332e61c626676a92-"":{""status"":""not_posted"",""post"":null},""0x0a74ae1f83f1521e98588598d851dcac1d218c072bcb105151bfddc977b3068b-"":{""status"":""not_posted"",""post"":null},""0xc567d5019f4c8aa5c40387824bfb23e839f7c010a9bb1dd22136e317eff84df6-"":{""status"":""not_posted"",""post"":null},""0x21778db7ae6684cce5c3b4a17fb617c2247784ac66c4557b29e7d359d86c02f5-"":{""status"":""not_posted"",""post"":null},""0x07123f95a95de16814cb92b311088e9df9741c585d48d7b6a82364b253729efe-https://forum.arbitrum.foundation/t/final-gains-network-stip-addendum/23398/3?u=cattin"":{""status"":""not_posted"",""post"":null},""0x3c3bb63ef3df06ccbb8bbe9e8e96ed55c636a64c4b5209dd6d8d6e0675f4896f-https://forum.arbitrum.foundation/t/boost-prev-rabbithole-stip-addendum/23515/3"":{""status"":""not_posted"",""post"":null},""0xfd152fdc68cb8ba017105c5b577e955f99228927ef8ce9f6aafa7e2cf36aaa46-https://forum.arbitrum.foundation/t/thales-protocol-stip-addendum/23424/3"":{""status"":""not_posted"",""post"":null},""0x518d035041487baa7b5cefd2f91f902a2b8ad6d025db6b41ced7176df55b05af-https://forum.arbitrum.foundation/t/savvy-dao-stip-addendum/23337/6"":{""status"":""not_posted"",""post"":null},""0x15b857dac71f63b3d8741af84cd30a5c1ac8814782f093019c63a3281fc0ee78-https://forum.arbitrum.foundation/t/stake-dao-stip-addendum/23392/5"":{""status"":""not_posted"",""post"":null},""0xbf6e4f557b134cd75a344fc92946cea37e051176d62ce85aaf94179dabf68316-https://forum.arbitrum.foundation/t/final-furucombo-stip-addendum/23599/5"":{""status"":""not_posted"",""post"":null},""0x2dafb48842dfd723a3eb40fd5a911cfb7d88c3faa747f642170e64577f0ef3cb-https://forum.arbitrum.foundation/t/final-socket-bridge-addendum/23601/3"":{""status"":""not_posted"",""post"":null},""0x7956e7e5e928b1f652da5774e9466d605d193f8000ba843b73bb207d4358a878-https://forum.arbitrum.foundation/t/final-angle-stip-bridge-addendum/23627/3"":{""status"":""not_posted"",""post"":null},""0x33eb7f097f77ca68e2545f4d368be5124fbd8de66a1323e0175e6ea2e11a951f-https://forum.arbitrum.foundation/t/openocean-stip-addendum/23470/3"":{""status"":""not_posted"",""post"":null},""0x07ac37df9f69f1cfc145a0badb32ec6e65e5ea3823d058ae5cffa6ecd080722f-https://forum.arbitrum.foundation/t/thetanuts-finance-stip-addendum/23374/7"":{""status"":""not_posted"",""post"":null},""0xda1c7fae99af0e2f38afa426c59bddc894ddaf1569ebdf6e3a9ad8e5b9d98701-https://forum.arbitrum.foundation/t/dolomite-stip-addendum/23582/5"":{""status"":""not_posted"",""post"":null},""0x7ccab054bf342279c63cb72d55e29fc41a61cda3bd823db3577af9a6e8f539ae-https://forum.arbitrum.foundation/t/final-umami-finance-stip-addendum/23493/3"":{""status"":""not_posted"",""post"":null},""0x3d5ffb8e23b5f22f495f6460ef5ee8771efe5da5565dfa011917a78a2ec25916-"":{""status"":""not_posted"",""post"":null},""0xcb75a551ec2c6ace70e904603e9e9445a7bc9e4255f5c67e150aa2e6f6256c75-https://forum.arbitrum.foundation/t/kwenta-x-perennial-arbitrum-onboarding-incentives-updated/22736"":{""status"":""not_posted"",""post"":null},""# GovHack at ETH CC (Brussels)\n# [](#hac"":{""status"":""not_posted"",""post"":null},""# Grant Request - Curve Finance\nThis vot"":{""status"":""not_posted"",""post"":null},""# Double-Down on STIP Successes (STIP-Br"":{""status"":""not_posted"",""post"":null}}}","{""score"":0,""tn"":0,""rn"":0}",,,,,null,,,null
7980,0x9d64c41ec3a1f49952de2e16ebb0723022f75008,vertexdao.eth,,,,FALSE,83,"[""vertex_protocol""]",5.20,26,40.70,2035,0,,"{""score"":""10.50"",""tn"":40,""rn"":28}","{""score"":""25.00"",""tn"":3,""rn"":3}","{""score"":""0.00"",""tn"":27,""rn"":0,""breakdown"":{}}","{""score"":0,""tn"":0,""rn"":0}",,,,,null,,,null
7971,0x70fb66bd5d308d4655cb637ed21d4058e33467d5,,newze,,,FALSE,131884,"[""newze""]",12.60,63,37.60,1880,0,,"{""score"":""0.00"",""tn"":40,""rn"":0}","{""score"":""25.00"",""tn"":3,""rn"":3}","{""score"":""0.00"",""tn"":27,""rn"":0,""breakdown"":{}}","{""score"":0,""tn"":0,""rn"":0}",,,,,null,,,null
